epoch,split,class_idx,class_name,precision,recall,f1,threshold,tp,fp,fn,tn,support
12,train,2,snare,0.3125,1.0,0.4761904776096344,0.125,35.0,77.0,0.0,8.0,35.0
12,train,3,hihat_pedal,0.17499999701976776,1.0,0.2978723347187042,0.10000000149011612,21.0,99.0,0.0,0.0,21.0
12,train,4,hihat_closed,0.3333333432674408,0.31578946113586426,0.3243243098258972,0.47499996423721313,6.0,12.0,13.0,89.0,19.0
12,train,5,hihat_open,0.06185567006468773,1.0,0.11650485545396805,0.10000000149011612,6.0,91.0,0.0,23.0,6.0
12,train,6,tom,0.1315789520740509,0.8333333134651184,0.22727271914482117,0.19999998807907104,10.0,66.0,2.0,42.0,12.0
12,train,7,floor_tom,0.07777778059244156,0.875,0.1428571343421936,0.17499999701976776,7.0,83.0,1.0,29.0,8.0
12,train,8,vibraslap,0.5,0.800000011920929,0.6153846383094788,0.42499998211860657,4.0,4.0,1.0,111.0,5.0
12,train,9,crash,0.75,0.6000000238418579,0.6666666865348816,0.3499999940395355,3.0,1.0,2.0,114.0,5.0
12,train,10,ride_bow,0.5,0.4117647111415863,0.4516128897666931,0.5249999761581421,7.0,7.0,10.0,96.0,17.0
12,train,11,ride_bell,0.3333333432674408,0.8571428656578064,0.48000001907348633,0.7749999761581421,6.0,12.0,1.0,101.0,7.0
12,train,12,chinese_cymbal,0.10526315867900848,0.4000000059604645,0.1666666716337204,0.3499999940395355,2.0,17.0,3.0,98.0,5.0
12,train,13,splash_cymbal,0.06329113990068436,1.0,0.119047611951828,0.10000000149011612,5.0,74.0,0.0,41.0,5.0
13,train,0,kick,0.39830508828163147,1.0,0.5696969628334045,0.10000000149011612,47.0,71.0,0.0,2.0,47.0
13,train,1,xstick,0.07407407462596893,1.0,0.13793103396892548,0.15000000596046448,6.0,75.0,0.0,39.0,6.0
13,train,2,snare,0.3097345232963562,1.0,0.47297295928001404,0.10000000149011612,35.0,78.0,0.0,7.0,35.0
13,train,3,hihat_pedal,0.1764705926179886,1.0,0.29999998211860657,0.10000000149011612,21.0,98.0,0.0,1.0,21.0
13,train,4,hihat_closed,0.4285714328289032,0.31578946113586426,0.363636314868927,0.47499996423721313,6.0,8.0,13.0,93.0,19.0
13,train,5,hihat_open,0.0625,1.0,0.11764705926179886,0.125,6.0,90.0,0.0,24.0,6.0
13,train,6,tom,0.12162162363529205,0.75,0.20930233597755432,0.19999998807907104,9.0,65.0,3.0,43.0,12.0
13,train,7,floor_tom,0.09859155118465424,0.875,0.17721518874168396,0.17499999701976776,7.0,64.0,1.0,48.0,8.0
13,train,8,vibraslap,0.5,0.800000011920929,0.6153846383094788,0.375,4.0,4.0,1.0,111.0,5.0
13,train,9,crash,0.2666666805744171,0.800000011920929,0.4000000059604645,0.375,4.0,11.0,1.0,104.0,5.0
13,train,10,ride_bow,0.6000000238418579,0.529411792755127,0.5625000596046448,0.550000011920929,9.0,6.0,8.0,97.0,17.0
13,train,11,ride_bell,0.3333333432674408,0.1428571492433548,0.20000000298023224,0.5249999761581421,1.0,2.0,6.0,111.0,7.0
13,train,12,chinese_cymbal,0.11764705926179886,0.4000000059604645,0.1818181723356247,0.3499999940395355,2.0,15.0,3.0,100.0,5.0
13,train,13,splash_cymbal,0.0625,1.0,0.11764705926179886,0.10000000149011612,5.0,75.0,0.0,40.0,5.0
14,train,0,kick,0.3949579894542694,1.0,0.5662650465965271,0.10000000149011612,47.0,72.0,0.0,1.0,47.0
14,train,1,xstick,0.08571428805589676,1.0,0.15789473056793213,0.125,6.0,64.0,0.0,50.0,6.0
14,train,2,snare,0.3097345232963562,1.0,0.47297295928001404,0.10000000149011612,35.0,78.0,0.0,7.0,35.0
14,train,3,hihat_pedal,0.1764705926179886,1.0,0.29999998211860657,0.10000000149011612,21.0,98.0,0.0,1.0,21.0
14,train,4,hihat_closed,0.5833333134651184,0.3684210479259491,0.4516128897666931,0.5,7.0,5.0,12.0,96.0,19.0
14,train,5,hihat_open,0.06818182021379471,1.0,0.12765957415103912,0.15000000596046448,6.0,82.0,0.0,32.0,6.0
14,train,6,tom,0.13513512909412384,0.8333333134651184,0.23255813121795654,0.17499999701976776,10.0,64.0,2.0,44.0,12.0
14,train,7,floor_tom,0.11594203114509583,1.0,0.2077922224998474,0.15000000596046448,8.0,61.0,0.0,51.0,8.0
14,train,8,vibraslap,0.4166666567325592,1.0,0.5882353186607361,0.3499999940395355,5.0,7.0,0.0,108.0,5.0
14,train,9,crash,0.4444444477558136,0.800000011920929,0.5714285373687744,0.32499998807907104,4.0,5.0,1.0,110.0,5.0
14,train,10,ride_bow,0.800000011920929,0.47058823704719543,0.5925925970077515,0.5249999761581421,8.0,2.0,9.0,101.0,17.0
14,train,11,ride_bell,0.3076923191547394,0.5714285969734192,0.4000000059604645,0.47499996423721313,4.0,9.0,3.0,104.0,7.0
14,train,12,chinese_cymbal,0.1764705926179886,0.6000000238418579,0.27272728085517883,0.32499998807907104,3.0,14.0,2.0,101.0,5.0
14,train,13,splash_cymbal,0.06329113990068436,1.0,0.119047611951828,0.125,5.0,74.0,0.0,41.0,5.0
15,train,0,kick,0.3949579894542694,1.0,0.5662650465965271,0.10000000149011612,47.0,72.0,0.0,1.0,47.0
15,train,1,xstick,0.07058823853731155,1.0,0.1318681389093399,0.19999998807907104,6.0,79.0,0.0,35.0,6.0
